"TOA5","CR1000_Lanyu","CR1000","81819","CR1000.Std.31","CPU:CR1000_CWB_RadObs_Lanyu_20180928.CR1","36738","Aux_minute"
"TIMESTAMP","RECORD","BattV_Min","SWD_tot_mv_Avg","SWD_dif_mv_Avg","SWD_dir_mv_Avg","LWD_mv_Avg","UVB_mv_Avg","UVE_mv_Avg","PAR_mv_Avg","SWD_tot_ct_Avg","SWD_dif_ct_Avg","LWD_ct_Avg","mt_flag_Tot","SWD_tot_mv_Max","SWD_tot_mv_Min","SWD_tot_mv_Std","SWD_dif_mv_Max","SWD_dif_mv_Min","SWD_dif_mv_Std","SWD_dir_mv_Max","SWD_dir_mv_Min","SWD_dir_mv_Std","LWD_mv_Max","LWD_mv_Min","LWD_mv_Std","UVB_mv_Max","UVB_mv_Min","UVB_mv_Std","UVE_mv_Max","UVE_mv_Min","UVE_mv_Std","PAR_mv_Max","PAR_mv_Min","PAR_mv_Std","SWD_tot_ct_Max","SWD_tot_ct_Min","SWD_tot_ct_Std","SWD_dif_ct_Max","SWD_dif_ct_Min","SWD_dif_ct_Std","LWD_ct_Max","LWD_ct_Min","LWD_ct_Std"
"TS","RN","Volts","mV","mV","mV","mV","mV","mV","mV","C","C","C","","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","C","C","C","C","C","C","C","C","C"
"","","Min","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Tot","Max","Min","Std","Max","Min","Std","Max","Min","Std","Max","Min","Std","Max","Min","Std","Max","Min","Std","Max","Min","Std","Max","Min","Std","Max","Min","Std","Max","Min","Std"
"2019-05-10 04:26:00",322297,12.02,2.085184,2.010499,0.003381927,-0.1767057,54.8434,53.45061,2.702836,0,0,23.57111,0,2.100179,2.059596,0.009490641,2.022395,1.985194,0.008107882,0.003381931,0.003381911,8.018135E-09,-0.1690966,-0.1792424,0.002804107,54.9739,54.80366,0.0719873,53.61231,53.10172,0.09540005,2.725837,2.658198,0.01523189,0,0,0,0,0,0,23.62254,23.53404,0.02046419
"2019-05-10 04:27:00",322298,12.02,2.153244,2.077319,0.00338197,-0.1730441,55.47884,54.05768,2.791252,0,0,23.60188,0,2.171236,2.100179,0.01642524,2.096833,2.025777,0.01624836,0.003381988,0.003381931,2.621036E-08,-0.1623354,-0.1792454,0.00391357,55.82492,54.9739,0.1889379,54.29314,53.44211,0.2039915,2.813814,2.732601,0.01769523,0,0,0,0,0,0,23.62254,23.55568,0.01842514
"2019-05-10 04:28:00",322299,12.02,2.159791,2.082852,0.003381985,-0.1759759,55.56396,54.09459,2.78777,0,0,23.61578,0,2.178,2.127267,0.01734653,2.100214,2.049481,0.01671251,0.003381988,0.003381982,2.895795E-09,-0.1657171,-0.1927733,0.008397773,56.16531,54.97395,0.1850496,54.46333,53.61237,0.191963,2.813814,2.742787,0.02560477,0,0,0,0,0,0,23.64418,23.59892,0.0149398
"2019-05-10 04:29:00",322300,12.02,2.09146,2.017508,0.003381959,-0.1569793,55.07608,53.53295,2.684712,0,0,23.6333,0,2.127267,1.975046,0.04318362,2.052863,1.904025,0.04176503,0.003381982,0.003381927,2.697496E-08,-0.1420409,-0.1657171,0.006426407,55.48457,53.95278,0.4101197,53.95276,52.5912,0.3535617,2.742787,2.522918,0.06510916,0,0,0,0,0,0,23.66579,23.59691,0.01829183
"2019-05-10 04:30:00",322301,12.02,1.927416,1.859665,0.003212831,-0.129866,53.77124,52.34725,2.472076,0,0,23.64437,0,2.0021,1.883734,0.03586681,1.934462,1.816095,0.03573261,0.003381927,0,0.0007370739,-0.1217494,-0.1420409,0.004790728,54.46339,53.44219,0.3286653,53.10181,52.0806,0.3380787,2.577028,2.414696,0.04969208,0,0,0,0,0,0,23.66579,23.59691,0.0143111
"2019-05-10 04:31:00",322302,12.02,2.040711,1.97048,0.003269196,-0.1320643,54.7923,53.33711,2.621726,0,0,23.64768,0,2.069743,2.005482,0.01773896,2.002104,1.934462,0.01766928,0.003381932,0,0.0006070745,-0.1251313,-0.138659,0.003051548,54.97399,54.2932,0.1517274,53.6124,52.93161,0.1786453,2.658199,2.577028,0.02339988,0,0,0,0,0,0,23.66579,23.61855,0.01308459
"2019-05-10 04:32:00",322303,12.02,2.044378,1.974203,0.002761911,-0.122595,54.70644,53.28532,2.616826,0,0,23.6503,0,2.073125,2.01561,0.0232638,2.002104,1.94459,0.02307561,0.003381932,0,0.001308603,-0.1116038,-0.1352773,0.005942489,55.14326,54.29229,0.2643302,53.7817,52.93073,0.2392535,2.661581,2.577005,0.0322466,0,0,0,0,0,0,23.68742,23.61855,0.01695199
"2019-05-10 04:33:00",322304,12.02,2.007945,1.93839,0.001690948,-0.1194373,54.5487,53.05095,2.569508,0,0,23.64148,0,2.01561,2.002083,0.003140255,1.94459,1.934445,0.002907023,0.003381896,0,0.001690948,-0.1116026,-0.1217483,0.003519539,54.804,54.2934,0.1952956,53.44241,52.93181,0.1562991,2.577005,2.566859,0.002767653,0,0,0,0,0,0,23.66579,23.61855,0.01575814
"2019-05-10 04:34:00",322305,12.02,2.004856,1.935808,0.002818263,-0.1165633,54.73022,53.19559,2.569128,0,0,23.61887,0,2.012241,1.988568,0.006126813,1.941221,1.917547,0.006148838,0.003381918,0,0.001260365,-0.1082214,-0.121749,0.003571926,54.804,54.29337,0.1502097,53.44241,52.93179,0.1685598,2.577021,2.546584,0.007752188,0,0,0,0,0,0,23.66579,23.5753,0.01706079
"2019-05-10 04:35:00",322306,12.02,1.957463,1.887231,0.001409137,-0.1094055,54.31605,52.90907,2.511311,0,0,23.59849,0,1.985186,1.937851,0.01404597,1.917547,1.870212,0.01456783,0.003381938,0,0.001667313,-0.1048395,-0.111604,0.001727271,54.63377,54.12315,0.1140389,53.27218,52.76156,0.1371085,2.543202,2.492489,0.01578931,0,0,0,0,0,0,23.64217,23.5753,0.01404
"2019-05-10 04:36:00",322307,12.02,1.934529,1.864015,0.001860071,-0.1117733,54.19348,52.77234,2.487589,0,0,23.58614,0,1.948002,1.887127,0.01781418,1.876981,1.816106,0.01756283,0.003381948,0,0.001682497,-0.108222,-0.1183682,0.002577551,54.6328,53.61162,0.1793868,53.27123,52.25006,0.1782374,2.509406,2.421475,0.02572056,0,0,0,0,0,0,23.62254,23.5537,0.01847231
"2019-05-10 04:37:00",322308,12.02,1.854987,1.786842,0.00281827,-0.1097436,53.7304,52.35749,2.385048,0,0,23.57431,0,1.880363,1.832993,0.01030989,1.812724,1.765355,0.009938399,0.003381948,0,0.001260369,-0.108221,-0.1116043,0.00168261,54.12146,53.44143,0.2179367,52.59045,52.07986,0.169885,2.414711,2.357188,0.0124999,0,0,0,0,0,0,23.60091,23.5537,0.01402414
"2019-05-10 04:38:00",322309,12.02,1.760162,1.692806,0.003156434,-0.100104,53.1688,51.75335,2.258259,0,0,23.56286,0,1.832993,1.677406,0.04691152,1.765355,1.609769,0.04577141,0.003381905,0,0.0008435925,-0.09469227,-0.108221,0.003336913,53.61087,52.59092,0.3167382,52.24933,51.22934,0.3273568,2.353806,2.147485,0.06258188,0,0,0,0,0,0,23.60091,23.51244,0.01387115
"2019-05-10 04:39:00",322310,12.02,1.658864,1.594665,0.0007327378,-0.0891123,52.36968,50.97406,2.129452,0,0,23.53179,0,1.724763,1.626678,0.02593243,1.663889,1.562422,0.0267143,0.003381867,0,0.001393239,-0.08454667,-0.09469286,0.003315024,52.76119,52.08033,0.2452909,51.39961,50.71875,0.2273088,2.2219,2.08323,0.03686902,0,0,0,0,0,0,23.5793,23.48882,0.02271498
"2019-05-10 04:40:00",322311,12.02,1.835295,1.769235,0.002198228,-0.100893,53.79081,52.41789,2.367773,0,0,23.54021,0,1.941211,1.731526,0.05682441,1.873573,1.667271,0.0551504,0.0033819,0,0.001613058,-0.09131097,-0.1082208,0.004502167,54.80268,52.76119,0.5348709,53.27093,51.39961,0.5109376,2.512752,2.228664,0.07722761,0,0,0,0,0,0,23.5793,23.51045,0.01902524
"2019-05-10 04:41:00",322312,12.02,2.020234,1.948933,0.0033819,-0.1131246,55.34447,53.88079,2.611221,0,0,23.5619,0,2.066341,1.947974,0.03346753,1.991939,1.876955,0.03252661,0.0033819,0.0033819,0,-0.1048389,-0.1183665,0.0042967,55.65366,54.80268,0.293952,54.2921,53.27093,0.3033283,2.668319,2.519516,0.04229445,0,0,0,0,0,0,23.60091,23.53209,0.0194226
"2019-05-10 04:42:00",322313,12.02,2.10952,2.036358,0.003381906,-0.1172394,55.965,54.51836,2.729649,0,0,23.5809,0,2.171184,2.066341,0.0370439,2.096782,1.995321,0.0366668,0.003381906,0.0033819,1.319351E-09,-0.1048391,-0.1285124,0.005647768,56.33372,55.48275,0.2982726,54.97218,54.12121,0.2925571,2.810364,2.668319,0.04999637,0,0,0,0,0,0,23.60091,23.5537,0.01581288
"2019-05-10 04:43:00",322314,12.02,2.223302,2.148845,0.003381878,-0.1299768,57.00834,55.56455,2.877583,0,0,23.59437,0,2.25909,2.171184,0.02664618,2.188071,2.100164,0.02620578,0.003381906,0.003381871,1.342362E-08,-0.1251292,-0.1386567,0.003971011,57.52448,56.33372,0.2846023,56.16295,54.80198,0.2820826,2.925319,2.813746,0.0328446,0,0,0,0,0,0,23.62254,23.5537,0.0184759
"2019-05-10 04:44:00",322315,12.02,2.241772,2.168104,0.003381849,-0.1400086,57.28656,55.79737,2.890129,0,0,23.60956,0,2.265854,2.191432,0.02258391,2.191453,2.117032,0.0219205,0.003381871,0.003381839,1.48381E-08,-0.1352736,-0.1420386,0.002156687,57.52499,56.84422,0.2746476,56.16345,55.48268,0.2402249,2.928701,2.81369,0.03393514,0,0,0,0,0,0,23.64418,23.5753,0.01889154
"2019-05-10 04:45:00",322316,12.02,2.131228,2.060492,0.003381829,-0.1254095,56.42747,54.96381,2.736632,0,0,23.64259,0,2.18805,2.110256,0.02357929,2.117032,2.042619,0.02232725,0.003381839,0.00338182,9.72987E-09,-0.1183637,-0.1352736,0.004673745,56.84422,56.16385,0.2093045,55.31249,54.80191,0.174078,2.81369,2.712219,0.03056825,0,0,0,0,0,0,23.66579,23.61855,0.01441438
"2019-05-10 04:46:00",322317,12.02,2.098313,2.030113,0.003100012,-0.1082749,56.2973,54.90738,2.687202,0,0,23.65771,0,2.117019,2.035871,0.02131507,2.049383,1.968234,0.02095312,0.003381846,0,0.0009346889,-0.1014554,-0.1217455,0.003830441,56.50423,55.99397,0.1205946,55.31288,54.46222,0.1645772,2.715601,2.597258,0.03202247,0,0,0,0,0,0,23.70906,23.61855,0.01826619
"2019-05-10 04:47:00",322318,12.02,1.920498,1.85427,0.00270548,-0.08916816,54.86818,53.43003,2.445699,0,0,23.67911,0,2.032489,1.80592,0.07022311,1.964852,1.745046,0.06885339,0.003381872,0,0.00135274,-0.07778306,-0.1014554,0.006677442,55.65358,54.123,0.5112227,54.29203,52.76141,0.4898199,2.590494,2.299673,0.09342783,0,0,0,0,0,0,23.70906,23.64018,0.01517203
"2019-05-10 04:48:00",322319,12.02,1.794024,1.730727,0.002818224,-0.07738841,54.08045,52.70184,2.288848,0,0,23.68107,0,1.816049,1.782247,0.009410785,1.751794,1.717991,0.009203798,0.003381872,0,0.001260348,-0.07440118,-0.08116493,0.001644238,54.29321,53.7826,0.1341052,52.93163,52.42102,0.1311933,2.319944,2.272618,0.0129584,0,0,0,0,0,0,23.70906,23.66182,0.01310323
"2019-05-10 04:49:00",322320,12.02,1.856406,1.791136,0.001803649,-0.08341877,54.46908,53.05077,2.372193,0,0,23.68427,0,1.89045,1.816049,0.02144047,1.826195,1.751794,0.02104657,0.003381842,0,0.001687159,-0.07778237,-0.0879279,0.001919693,54.80382,54.12301,0.2636093,53.44223,52.76143,0.2181818,2.421379,2.319944,0.02835737,0,0,0,0,0,0,23.73067,23.66182,0.01729191
"2019-05-10 04:50:00",322321,12.02,1.898325,1.833563,0.003043633,-0.09260535,54.92295,53.52166,2.426339,0,0,23.72036,0,1.917489,1.876907,0.01187118,1.856616,1.812653,0.01209113,0.003381815,0,0.001014544,-0.08792718,-0.09807263,0.003153844,55.14421,54.80382,0.104455,53.78263,53.44223,0.1052242,2.455197,2.390943,0.01708253,0,0,0,0,0,0,23.75233,23.68343,0.01498054
"2019-05-10 04:51:00",322322,12.02,1.958509,1.893296,0.003381792,-0.1002138,55.45058,54.00105,2.505626,0,0,23.75385,0,2.025692,1.920856,0.03529689,1.958056,1.853221,0.03555178,0.003381815,0.003381789,8.072343E-09,-0.0980719,-0.1014544,0.001629588,56.16541,54.97401,0.4120075,54.80383,53.61243,0.3544219,2.593832,2.44167,0.04799965,0,0,0,0,0,0,23.79561,23.70506,0.02290557
"2019-05-10 04:52:00",322323,12.02,2.045732,1.978208,0.003325477,-0.1061898,56.25051,54.82936,2.616812,0,0,23.77679,0,2.05617,2.022352,0.009931905,1.988533,1.954714,0.009581504,0.003381859,0,0.0004329402,-0.1014537,-0.1082195,0.002706286,56.33561,55.99521,0.1006911,54.97403,54.63363,0.1112829,2.631086,2.58374,0.01316617,0,0,0,0,0,0,23.81721,23.74831,0.01936034
"2019-05-10 04:53:00",322324,12.02,1.81426,1.750906,0.002592765,-0.09046497,54.66484,53.27205,2.298374,0,0,23.79138,0,2.022352,1.606391,0.1458869,1.954714,1.545517,0.1427721,0.003381876,0,0.00143037,-0.07778315,-0.1048376,0.007627786,56.33561,52.93166,1.14193,54.97403,51.57007,1.120811,2.580358,2.039271,0.1920741,0,0,0,0,0,0,23.81721,23.74831,0.01706493
"2019-05-10 04:54:00",322325,12.01,1.59963,1.543716,0.0004509168,-0.08516703,53.04512,51.66368,2.030876,0,0,23.79285,0,1.643592,1.504939,0.03984143,1.589482,1.450829,0.03862429,0.003381876,0,0.001149617,-0.07778315,-0.09131093,0.005257146,53.44225,52.25087,0.3619338,52.08067,50.88928,0.3548729,2.100145,1.897238,0.05772954,0,0,0,0,0,0,23.81721,23.76994,0.01612258
"2019-05-10 04:55:00",322326,12.02,1.370735,1.319613,0,-0.08082712,51.26939,49.94752,1.727525,0,0,23.79368,0,1.498176,1.30541,0.05594362,1.447447,1.258064,0.05512781,0,0,0,-0.07440149,-0.08792904,0.005300641,52.25087,50.71909,0.4365458,50.88928,49.3575,0.4277197,1.887092,1.653745,0.06786328,0,0,0,0,0,0,23.81523,23.76994,0.01544786
"2019-05-10 04:56:00",322327,12.02,1.263701,1.218045,0,-0.0772199,50.68486,49.37717,1.594281,0,0,23.78908,0,1.30541,1.203957,0.03021994,1.258064,1.163375,0.02777123,0,0,0,-0.07440161,-0.0811654,0.001764508,50.88929,50.37783,0.1384176,49.5277,49.01627,0.1125913,1.653745,1.515092,0.04024757,0,0,0,0,0,0,23.81523,23.74831,0.01796167
"2019-05-10 04:57:00",322328,12.02,1.113998,1.074768,0,-0.07744552,49.47865,48.20785,1.394019,0,0,23.77702,0,1.203957,1.028089,0.05272781,1.163375,0.9942703,0.05090898,0,0,0,-0.07440186,-0.07778376,0.001014554,50.20764,48.67588,0.4373189,49.01627,47.48451,0.4267412,1.511711,1.285111,0.06867382,0,0,0,0,0,0,23.81523,23.74831,0.01515945
"2019-05-10 04:58:00",322329,12.02,0.957746,0.9228564,0,-0.07733213,48.42643,47.18399,1.192899,0,0,23.76125,0,1.028089,0.8623773,0.04629913,0.9908884,0.8285586,0.0455072,0,0,0,-0.07101931,-0.08116492,0.002180076,48.84624,47.65487,0.3309966,47.82507,46.4635,0.3128509,1.281729,1.068671,0.06115132,0,0,0,0,0,0,23.79561,23.7267,0.01367364
"2019-05-10 04:59:00",322330,12.01,0.8118783,0.7806522,-5.63648E-05,-0.07333057,47.40821,46.16294,1.009268,0,0,23.73035,0,0.8589954,0.7575429,0.02350205,0.8251767,0.7304878,0.02250182,0,-0.003381888,0.0004329462,-0.07101931,-0.07440154,0.001573194,47.8252,47.31461,0.1220266,46.46363,45.95304,0.1402186,1.06529,0.936783,0.03069454,0,0,0,0,0,0,23.77196,23.70506,0.02006659
"2019-05-10 05:00:00",322331,12.02,0.6772882,0.6496691,-0.0001127314,-0.06831502,46.58284,45.37445,0.8329135,0,0,23.70495,0,0.754161,0.6019859,0.04601648,0.723724,0.5783123,0.0449175,0,-0.003381943,0.0006070774,-0.06425692,-0.07440154,0.00193258,47.31461,45.95314,0.3970596,46.12324,44.76176,0.3833279,0.933401,0.7406456,0.05999777,0,0,0,0,0,0,23.72868,23.66182,0.01934155
"2019-05-10 05:01:00",322332,12.02,0.6850132,0.6578449,-5.636572E-05,-0.06645525,46.68504,45.46813,0.8569852,0,0,23.67763,0,0.7643202,0.6019859,0.05459346,0.7372646,0.5749304,0.05394738,0,-0.003381943,0.0004329533,-0.06087498,-0.0710209,0.002606897,47.3148,45.95314,0.4559768,46.12342,44.76176,0.4292775,0.9638551,0.7406456,0.0722565,0,0,0,0,0,0,23.68544,23.66182,0.01098148
"2019-05-10 05:02:00",322333,12.02,0.6092587,0.5848522,-5.63658E-05,-0.06036784,46.29649,45.04837,0.7509624,0,0,23.64629,0,0.6730076,0.4937656,0.06071096,0.645952,0.4734739,0.05856312,0,-0.003381948,0.0004329554,-0.05749311,-0.06425701,0.002606827,46.80421,45.2725,0.474796,45.61283,44.08112,0.412793,0.8387231,0.6053702,0.08270724,0,0,0,0,0,0,23.68544,23.61855,0.0230778
"2019-05-10 05:03:00",322334,12.02,0.5145084,0.4923566,0,-0.05546409,45.542,44.37898,0.6373861,0,0,23.6258,0,0.547877,0.4870017,0.0174148,0.5242032,0.46671,0.01673176,0,0,0,-0.05072937,-0.05749328,0.001872837,45.95334,45.2725,0.2472102,44.59176,43.91092,0.2028793,0.6831552,0.5986063,0.02384591,0,0,0,0,0,0,23.64217,23.59691,0.01659726
"2019-05-10 05:04:00",322335,12.02,0.6441532,0.6160265,0,-0.06290468,46.65683,45.44275,0.8133081,0,0,23.6034,0,0.7000653,0.5275854,0.04861795,0.6662457,0.5039117,0.0463223,0,0,0,-0.05411133,-0.0676402,0.003663351,47.31496,45.78314,0.4377665,45.95338,44.59176,0.4203631,0.882691,0.6730096,0.05781012,0,0,0,0,0,0,23.64418,23.5753,0.01800598
"2019-05-10 05:05:00",322336,12.02,0.5964172,0.5706576,0,-0.05709958,46.35618,45.14211,0.7358124,0,0,23.58548,0,0.652728,0.5445021,0.03200056,0.6256719,0.5208281,0.03075534,0,0,0,-0.04734801,-0.06087618,0.003760592,46.80437,45.95338,0.2561705,45.44278,44.59183,0.2453901,0.8150644,0.6662542,0.0434535,0,0,0,0,0,0,23.60091,23.5537,0.01285366
"2019-05-10 05:06:00",322337,12.02,0.5889754,0.5632159,0,-0.04655888,46.33919,45.17334,0.7285393,0,0,23.56245,0,0.6290522,0.5411201,0.02758509,0.6019961,0.5174461,0.0273884,0,0,0,-0.04396601,-0.05073001,0.002257484,46.8044,45.95341,0.2615859,45.44282,44.76202,0.2091237,0.7812422,0.6662542,0.03421394,0,0,0,0,0,0,23.59892,23.53209,0.01593195
"2019-05-10 05:07:00",322338,12.02,0.5387508,0.5166552,0,-0.04740421,45.97046,44.7422,0.6557677,0,0,23.54637,0,0.5884661,0.5208263,0.01714838,0.5614102,0.5005344,0.01620024,0,0,0,-0.04396586,-0.05072984,0.002582421,46.63423,45.61304,0.172172,45.27265,44.59185,0.1704582,0.7135997,0.632432,0.01969797,0,0,0,0,0,0,23.57729,23.51045,0.01275529
"2019-05-10 05:08:00",322339,12.02,0.5975464,0.5731394,0,-0.05569057,46.37825,45.16986,0.7387456,0,0,23.53307,0,0.6696405,0.5309723,0.03632425,0.6425843,0.5106804,0.03506904,0,0,0,-0.05072984,-0.06087641,0.002266013,46.80365,45.95267,0.2626203,45.61228,44.59185,0.2507392,0.8353596,0.6527239,0.04756791,0,0,0,0,0,0,23.55568,23.48882,0.01587119
"2019-05-10 05:09:00",322340,12.02,0.73785,0.7098353,0,-0.05726932,47.4023,46.19108,0.9165913,0,0,23.53962,0,0.7711087,0.6730224,0.02265755,0.7372881,0.6493483,0.02199935,0,0,0,-0.05411289,-0.060877,0.001939552,47.825,46.80365,0.2553325,46.63363,45.61228,0.2288129,0.9605038,0.8387416,0.0271959,0,0,0,0,0,0,23.5793,23.51045,0.01698465
"2019-05-10 05:10:00",322341,12.02,0.7342424,0.7052132,0,-0.05586015,47.50973,46.29567,0.8986664,0,0,23.5352,0,0.8150754,0.6222957,0.06749452,0.7812548,0.5952393,0.06528859,0,0,0,-0.05073062,-0.060877,0.003296016,48.16539,46.63298,0.4682357,46.97402,45.44162,0.4279832,1.014617,0.7508132,0.09438441,0,0,0,0,0,0,23.5793,23.51045,0.0180493
"2019-05-10 05:11:00",322342,12.02,0.6213931,0.5960842,0,-0.05101241,46.77455,45.50945,0.7582529,0,0,23.53405,0,0.7034632,0.5850932,0.03601927,0.6764069,0.5614189,0.03533944,0,0,0,-0.04734848,-0.05749459,0.002640819,47.31322,46.29207,0.2638143,46.12188,45.27092,0.2620561,0.8725649,0.7068467,0.05219613,0,0,0,0,0,0,23.55568,23.48882,0.01683889
"2019-05-10 05:12:00",322343,12.02,0.7239236,0.6959655,0,-0.05659265,47.3871,46.19576,0.8830482,0,0,23.53405,0,0.7575758,0.6764046,0.02483394,0.7305195,0.6493484,0.02433504,0,0,0,-0.05411237,-0.06087662,0.001939576,47.6536,46.97321,0.1366235,46.46226,45.78186,0.2159613,0.9300595,0.8150675,0.03661833,0,0,0,0,0,0,23.55568,23.48882,0.01963807
"2019-05-10 05:13:00",322344,12.02,0.7477669,0.7197525,0,-0.05157594,47.54041,46.3519,0.9167557,0,0,23.52435,0,0.8522779,0.6628765,0.06211168,0.8218394,0.6358203,0.06028231,0,0,0,-0.05073034,-0.05411237,0.001464404,48.50444,46.80302,0.4411136,47.3131,45.78186,0.4584481,1.055201,0.7947754,0.08145942,0,0,0,0,0,0,23.55568,23.48882,0.0182545
"2019-05-10 05:14:00",322345,12.02,0.8770792,0.8454007,0,-0.04481221,48.55836,47.33015,1.071829,0,0,23.53926,0,0.9097688,0.85566,0.01443662,0.8759484,0.8252214,0.01392996,0,0,0,-0.04396672,-0.05073082,0.001813405,48.67505,48.16405,0.1440782,47.4837,47.14291,0.06738944,1.116073,1.038291,0.02153398,0,0,0,0,0,0,23.5793,23.48882,0.01732633
"2019-05-10 05:15:00",322346,12.02,0.9369943,0.9019337,0,-0.04740493,48.96721,47.76167,1.143073,0,0,23.55123,0,0.9740276,0.9097688,0.01798559,0.9334431,0.8759484,0.01725052,0,0,0,-0.04734856,-0.0507306,0.0004329655,49.35582,48.67505,0.2063282,47.99427,47.31351,0.208365,1.207388,1.102545,0.02755544,0,0,0,0,0,0,23.5793,23.53209,0.01446691
"2019-05-10 05:16:00",322347,12.02,1.07313,1.032264,0.001747403,-0.0551277,49.98585,48.74911,1.316414,0,0,23.56962,0,1.136375,0.9807916,0.0419953,1.095791,0.9435892,0.04079691,0.00338207,0,0.001690095,-0.0507306,-0.06087725,0.003968263,50.54751,49.35582,0.3478538,49.35616,47.99427,0.3655437,1.403559,1.220917,0.05112637,0,0,0,0,0,0,23.60091,23.53209,0.01772338
"2019-05-10 05:17:00",322348,12.02,1.014673,0.9782032,0.001521925,-0.06358264,49.45213,48.20406,1.226784,0,0,23.58679,0,1.082262,0.9165362,0.06513359,1.045059,0.8860977,0.06286025,0.00338207,0,0.001682551,-0.05749489,-0.06764139,0.003313736,50.03693,48.67482,0.5519021,48.84501,47.31329,0.5157183,1.325765,1.095785,0.08646294,0,0,0,0,0,0,23.62254,23.5537,0.01591118
"2019-05-10 05:18:00",322349,12.02,1.020975,0.9815186,0.002592877,-0.06499115,49.46363,48.19003,1.242836,0,0,23.58961,0,1.075478,0.9740311,0.03016299,1.031512,0.9402105,0.02622185,0.003382052,0,0.001430431,-0.06087611,-0.07102212,0.003760262,50.03674,49.18539,0.1989922,48.6752,47.99405,0.2127314,1.312218,1.176954,0.03930148,0,0,0,0,0,0,23.59892,23.5537,0.01282182
"2019-05-10 05:19:00",322350,12.02,0.8390146,0.8051947,0.0002254671,-0.06256677,48.16762,46.94506,0.9971789,0,0,23.59144,0,0.9976918,0.7846171,0.05807861,0.9571077,0.7541794,0.05480893,0.003382006,0,0.0008436208,-0.0574935,-0.07102212,0.003178805,49.35597,47.65434,0.4726608,48.16462,46.46298,0.4546322,1.190466,0.9334238,0.06674647,0,0,0,0,0,0,23.62254,23.5753,0.01328623
"2019-05-10 05:20:00",322351,12.02,0.8298296,0.7971933,0.0001127323,-0.06696355,48.02886,46.8375,0.9922783,0,0,23.59072,0,0.8691831,0.7846171,0.02660089,0.8353627,0.7474154,0.02727395,0.00338197,0,0.0006070823,-0.0574935,-0.07102274,0.003536814,48.50555,47.65434,0.1725478,47.31419,46.46298,0.246349,1.038285,0.9266599,0.03290328,0,0,0,0,0,0,23.62254,23.5537,0.01267368
"2019-05-10 05:21:00",322352,12.02,0.7930871,0.761916,0,-0.06679519,47.81087,46.57978,0.9320887,0,0,23.58616,0,0.865801,0.713609,0.04861804,0.8319807,0.6831707,0.04772202,0,0,0,-0.06425863,-0.07102274,0.002193996,48.50555,47.31518,0.3650312,47.31419,45.95359,0.4385165,1.021375,0.8319801,0.06372326,0,0,0,0,0,0,23.62254,23.5537,0.01370301
"2019-05-10 05:22:00",322353,12.03,0.6550421,0.6276476,0,-0.06211654,46.82148,45.5762,0.7543046,0,0,23.57434,0,0.7271371,0.5444986,0.06111159,0.6966988,0.5208247,0.05922883,0,0,0,-0.06087561,-0.06425863,0.001629883,47.31518,45.9528,0.4597363,46.12379,44.76143,0.438652,0.8556544,0.6189021,0.08086517,0,0,0,0,0,0,23.62254,23.53209,0.0168007
"2019-05-10 05:23:00",322354,12.02,0.5403273,0.5172171,0,-0.05879005,45.87905,44.62244,0.6169854,0,0,23.55472,0,0.5546445,0.5174427,0.01064757,0.5343463,0.4971508,0.01001083,0,0,0,-0.05411166,-0.06087561,0.002056405,46.12299,45.44221,0.1367467,44.76143,44.42104,0.09054819,0.6425684,0.5884643,0.01456412,0,0,0,0,0,0,23.60091,23.53209,0.01828242
"2019-05-10 05:24:00",322355,12.02,0.6985958,0.6703002,0,-0.06403138,46.87201,45.6551,0.8229384,0,0,23.54428,0,0.8421028,0.5614018,0.09998454,0.8082834,0.5377283,0.09616608,0,0,0,-0.05411102,-0.07440265,0.0073284,47.9953,45.95295,0.75809,46.80393,44.59138,0.7493947,0.9942901,0.6459503,0.1247253,0,0,0,0,0,0,23.5793,23.51045,0.0142931
"2019-05-10 05:25:00",322356,12.02,0.8726675,0.8375511,0,-0.07355837,48.25071,47.01962,1.023786,0,0,23.54886,0,0.9300507,0.8218266,0.03807465,0.8928487,0.7880066,0.03695586,0,0,0,-0.06764005,-0.07778606,0.002804371,48.67621,47.82523,0.2664044,47.48484,46.63385,0.2652519,1.089005,0.9537247,0.04702695,0,0,0,0,0,0,23.5793,23.53209,0.01269682
"2019-05-10 05:26:00",322357,12.02,0.9955044,0.9559345,0,-0.07525042,48.85216,47.61539,1.171709,0,0,23.56091,0,1.116078,0.9232867,0.06048479,1.072112,0.8827026,0.05839335,0,0,0,-0.07102205,-0.08116934,0.00259247,49.5273,48.16562,0.415722,48.50612,46.97425,0.3810615,1.335912,1.075477,0.07642614,0,0,0,0,0,0,23.59892,23.53209,0.01679966
"2019-05-10 05:27:00",322358,12.02,1.241496,1.195049,0.0009018813,-0.07530709,50.59959,49.30042,1.470574,0,0,23.58597,0,1.369732,1.126225,0.07190406,1.322383,1.08564,0.07066193,0.003382056,0,0.001495601,-0.06764109,-0.08455139,0.006872233,51.39955,49.86769,0.4906623,50.03798,48.50612,0.4890524,1.623386,1.342676,0.08741898,0,0,0,0,0,0,23.59892,23.53209,0.01674691
